version,section,filename,function,offset,length,language
us,lib,sirawdma,__osSiRawStartDma,2148805280,176,asm
us,lib,xprintf,func_80142B50,2148805456,1648,asm
us,lib,xprintf,_Printf,2148807104,1616,asm
us,lib,string,memcpy,2148808720,44,asm
us,lib,string,strlen,2148808764,40,asm
us,lib,string,strchr,2148808804,76,asm
us,lib,conteepwrite,osEepromWrite,2148808880,492,asm
us,lib,conteepwrite,__osPackEepWriteData,2148809372,268,asm
us,lib,conteepwrite,__osEepStatus,2148809640,552,asm
us,lib,settimer,osSetTimer,2148810192,224,asm
us,lib,conteepread,osEepromRead,2148810416,540,asm
us,lib,conteepread,__osPackEepReadData,2148810956,260,asm
us,lib,syndelete,alSynDelete,2148811216,16,asm
us,lib,ai,__osAiDeviceBusy,2148811232,48,asm
us,lib,drvrNew,alSaveNew,2148811280,68,asm
us,lib,drvrNew,alMainBusNew,2148811348,84,asm
us,lib,drvrNew,alAuxBusNew,2148811432,84,asm
us,lib,drvrNew,alResampleNew,2148811516,136,asm
us,lib,drvrNew,alLoadNew,2148811652,168,asm
us,lib,drvrNew,alEnvmixerNew,2148811820,164,asm
us,lib,drvrNew,init_lpfilter,2148811984,160,asm
us,lib,drvrNew,alFxNew,2148812144,1088,asm
us,lib,synallocfx,alSynAllocFX,2148813232,160,asm
us,lib,mainbus,func_80144A50,2148813392,48,asm
us,lib,mainbus,alMainBusPull,2148813440,288,asm
us,lib,load,alLoadParam,2148813728,468,asm
us,lib,load,alRaw16Pull,2148814196,940,asm
us,lib,load,func_80145120,2148815136,300,asm
us,lib,load,alAdpcmPull,2148815436,1188,asm
us,lib,resample,alResampleParam,2148816624,236,asm
us,lib,resample,alResamplePull,2148816860,532,asm
us,lib,env,_ldexpf,2148817392,40,asm
us,lib,env,_frexpf,2148817432,236,asm
us,lib,env,alEnvmixerParam,2148817668,224,asm
us,lib,env,func_80145BE4,2148817892,464,asm
us,lib,env,func_80145DB4,2148818356,664,asm
us,lib,env,func_8014604C,2148819020,176,asm
us,lib,env,alEnvmixerPull,2148819196,1364,asm
us,lib,auxbus,alAuxBusParam,2148820560,48,asm
us,lib,auxbus,alAuxBusPull,2148820608,224,asm
us,lib,save,alSaveParam,2148820832,52,asm
us,lib,save,alSavePull,2148820884,140,asm
us,lib,synstartvoice,alSynStartVoice,2148821024,144,asm
us,lib,seq,alSeqGetLoc,2148821168,28,asm
us,lib,seq,alSeqSetLoc,2148821196,28,asm
us,lib,seq,func_801468E8,2148821224,8,asm
us,lib,seq,func_801468F0,2148821232,8,asm
us,lib,seq,func_801468F8,2148821240,76,asm
us,lib,seq,alSeqNextEvent,2148821316,388,asm
us,lib,seq,alSeqNewMarker,2148821704,288,asm
us,lib,seq,alSeqSecToTicks,2148821992,228,asm
us,lib,seq,alSeqTicksToSec,2148822220,84,asm
us,lib,seq,__alSeqNextDelta,2148822304,88,asm
us,lib,seq,func_80146D78,2148822392,80,asm
us,lib,seq,func_80146DC8,2148822472,48,asm
us,lib,seq,alSeqNew,2148822520,216,asm
us,lib,synsetpriority,alSynSetPriority,2148822736,16,asm
